chinese_name,code_name,overridenametextid,nameprefixid,overridepartnerskilltextid,ispal,tribe,bpclass,pictorial_id,zukanindexsuffix,size,rarity,element_1,element_2,genuscategory,organization,weapon,weaponequip,hp,melee_attack,remote_attack,defense,support,craftspeed,being_damage_multiplier,capture_probability,experience_multiplier,price,airresponse,aisightresponse,slow_walking_speed,walking_speed,running_speed,riding_sprint_speed,handling_speed,isboss,istowerboss,battlebgm,ignoreleanback,ignoreblowaway,maxfullstomach,fullstomachdecreaserate,foodamount,viewingdistance,viewingangle,hearingrate,noosetrap,nocturnal,biologicalgrade,predator,edible,endurance,male_probability,fecundity,breathing_fire,watering,planting,generate_electricity,manual,collection,logging,mining,oilextraction_not_shown_in_game,pharmaceutical,cool_down,carry,pasture,passive_skills
滑水蛇,BOSS_Serpent,PAL_NAME_Serpent,BOSS_NAME_Serpent,PARTNERSKILL_Serpent,True,EPalTribeID::Serpent,BOSS_Serpent,-1,,XL,4,Water,,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,90,70,90,80,100,100,20%,70%,10,5050,NotInterested,,100,200,500,750,350,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,True,True,100,50,560,0,2,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
流沙蛇,BOSS_Serpent_Ground,PAL_NAME_Serpent_Ground,BOSS_NAME_Serpent_Ground,PARTNERSKILL_Serpent_Ground,True,EPalTribeID::Serpent_Ground,BOSS_Serpent_Ground,-1,,XL,5,Earth,,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,90,70,90,100,100,100,20%,70%,10,5140,NotInterested,,100,200,500,750,350,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,True,True,100,50,550,0,0,0,0,0,1,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
Shark,BOSS_SharkKid,PAL_NAME_SharkKid,BOSS_NAME_SharkKid,PARTNERSKILL_SharkKid,True,EPalTribeID::SharkKid,BOSS_SharkKid,-1,,M,2,Water,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,90,90,75,100,100,20%,70%,10,1840,Boss,,50,80,400,500,120,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,True,True,100,50,1090,0,2,0,0,1,0,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
红小黄,BOSS_SharkKid_Fire,PAL_NAME_SharkKid_Fire,BOSS_NAME_SharkKid_Fire,PARTNERSKILL_SharkKid_Fire,True,EPalTribeID::SharkKid_Fire,BOSS_SharkKid_Fire,-1,,M,3,Fire,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,90,90,75,100,100,20%,70%,10,1800,Boss,,50,80,400,500,120,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,True,True,100,50,1100,2,0,0,0,1,0,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
棉悠悠,BOSS_SheepBall,PAL_NAME_SheepBall,BOSS_NAME_SheepBall,PARTNERSKILL_SheepBall,True,EPalTribeID::SheepBall,BOSS_SheepBall,-1,,M,1,Normal,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,70,70,100,100,40%,105%,10,1000,NotInterested,,23,40,400,550,160,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1470,0,0,0,0,1,0,0,0,0,0,0,1,1,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_SifuDog,PAL_NAME_SifuDog,BOSS_NAME_SifuDog,PARTNERSKILL_SifuDog,True,EPalTribeID::SifuDog,BOSS_SifuDog,-1,,XL,0,Normal,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,20%,70%,10,4440,Boss,,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1,4,25,90,1,False,False,9,False,True,100,50,0,0,0,0,0,3,2,2,0,0,1,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
天羽龙,BOSS_SkyDragon,PAL_NAME_SkyDragon,BOSS_NAME_SkyDragon,PARTNERSKILL_SkyDragon,True,EPalTribeID::SkyDragon,BOSS_SkyDragon,-1,,XL,7,Dragon,,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,False,105,100,100,100,100,100,20%,70%,10,6830,Boss,,120,240,800,1050,470,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1,4,25,90,1,False,False,9,False,True,220,50,350,0,0,0,0,1,2,0,2,0,0,0,3,0,"[<NA>, <NA>, <NA>, <NA>]"
骑士蜂,BOSS_SoldierBee,PAL_NAME_SoldierBee,BOSS_NAME_SoldierBee,PARTNERSKILL_SoldierBee,True,EPalTribeID::SoldierBee,BOSS_SoldierBee,-1,,XL,4,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,100,90,90,100,100,20%,70%,10,1880,Boss,,125,250,450,550,350,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,10,1070,0,0,1,0,1,1,1,0,0,1,0,2,1,"[<NA>, <NA>, <NA>, <NA>]"
朱雀,BOSS_Suzaku,PAL_NAME_Suzaku,BOSS_NAME_Suzaku,PARTNERSKILL_Suzaku,True,EPalTribeID::Suzaku,BOSS_Suzaku,-1,,XL,8,Fire,,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,120,100,105,105,100,100,20%,70%,10,9840,Boss,,100,200,850,1200,450,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1,8,25,90,1,False,False,9,False,True,350,50,50,3,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
清雀,BOSS_Suzaku_Water,PAL_NAME_Suzaku_Water,BOSS_NAME_Suzaku_Water,PARTNERSKILL_Suzaku_Water,True,EPalTribeID::Suzaku_Water,BOSS_Suzaku_Water,-1,,XL,9,Water,,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,125,100,105,105,100,100,20%,70%,10,10110,Boss,,100,200,850,1200,450,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1,8,25,90,1,False,False,9,False,True,350,50,30,0,3,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
棉花糖,BOSS_SweetsSheep,PAL_NAME_SweetsSheep,BOSS_NAME_SweetsSheep,PARTNERSKILL_SweetsSheep,True,EPalTribeID::SweetsSheep,BOSS_SweetsSheep,-1,,XL,3,Normal,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,70,90,100,100,20%,70%,10,1450,NotInterested,,50,100,300,400,200,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1190,0,0,0,0,0,0,0,0,0,0,0,0,1,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_TentacleTurtle,PAL_NAME_TentacleTurtle,BOSS_NAME_TentacleTurtle,PARTNERSKILL_TentacleTurtle,True,EPalTribeID::TentacleTurtle,BOSS_TentacleTurtle,-1,,XL,0,Water,,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,20%,70%,10,2300,Boss,,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1,4,25,90,1,False,False,9,False,True,100,50,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
迅雷鸟,BOSS_ThunderBird,PAL_NAME_ThunderBird,BOSS_NAME_ThunderBird,PARTNERSKILL_ThunderBird,True,EPalTribeID::ThunderBird,BOSS_ThunderBird,-1,,XL,6,Electricity,,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,105,100,115,80,100,100,20%,70%,10,7490,Boss,,100,200,750,1300,375,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,True,True,160,50,220,0,0,0,2,0,1,0,0,0,0,0,3,0,"[<NA>, <NA>, <NA>, <NA>]"
霹雳犬,BOSS_ThunderDog,PAL_NAME_ThunderDog,BOSS_NAME_ThunderDog,PARTNERSKILL_ThunderDog,True,EPalTribeID::ThunderDog,BOSS_ThunderDog,-1,,XL,5,Electricity,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,100,80,100,100,20%,70%,10,3880,Boss,,110,210,700,1200,455,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,True,True,100,50,740,0,0,0,2,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
波鲁杰克斯,BOSS_ThunderDragonMan,PAL_NAME_ThunderDragonMan,BOSS_NAME_ThunderDragonMan,PARTNERSKILL_ThunderDragonMan,True,EPalTribeID::ThunderDragonMan,BOSS_ThunderDragonMan,-1,,XL,9,Dragon,Electricity,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,130,100,100,100,20%,70%,10,8320,Boss,,100,185,900,1200,250,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,True,True,100,50,140,0,0,0,4,2,0,0,0,0,0,0,3,0,"['ElementBoost_Thunder_2_PAL', <NA>, <NA>, <NA>]"
覆海龙,BOSS_Umihebi,PAL_NAME_Umihebi,BOSS_NAME_Umihebi,PARTNERSKILL_Umihebi,True,EPalTribeID::Umihebi,BOSS_Umihebi,-1,,XL,8,Dragon,Water,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,130,150,120,100,100,100,20%,70%,10,9320,Boss,,100,175,525,800,350,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,True,True,100,50,310,0,4,0,0,0,0,0,0,0,0,0,0,0,"['ElementBoost_Aqua_2_PAL', <NA>, <NA>, <NA>]"
腾炎龙,BOSS_Umihebi_Fire,PAL_NAME_Umihebi_Fire,BOSS_NAME_Umihebi_Fire,PARTNERSKILL_Umihebi_Fire,True,EPalTribeID::Umihebi_Fire,BOSS_Umihebi_Fire,-1,,XL,9,Dragon,Fire,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,130,150,130,100,100,100,20%,70%,10,9320,Boss,,100,175,525,800,350,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,True,True,100,50,315,4,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
薇莉塔,BOSS_VioletFairy,PAL_NAME_VioletFairy,BOSS_NAME_VioletFairy,PARTNERSKILL_VioletFairy,True,EPalTribeID::VioletFairy,BOSS_VioletFairy,-1,,XL,8,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,120,100,100,20%,70%,10,1960,NotInterested,,100,150,400,550,275,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,1050,0,0,2,0,2,2,0,0,0,3,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
熔岩兽,BOSS_VolcanicMonster,PAL_NAME_VolcanicMonster,BOSS_NAME_VolcanicMonster,PARTNERSKILL_VolcanicMonster,True,EPalTribeID::VolcanicMonster,BOSS_VolcanicMonster,-1,,XL,0,Fire,Earth,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,110,100,105,120,100,100,20%,70%,10,6940,Boss,,50,80,390,650,235,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,True,True,100,50,320,3,0,0,0,0,0,0,3,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
寒霜兽,BOSS_VolcanicMonster_Ice,PAL_NAME_VolcanicMonster_Ice,BOSS_NAME_VolcanicMonster_Ice,PARTNERSKILL_VolcanicMonster_Ice,True,EPalTribeID::VolcanicMonster_Ice,BOSS_VolcanicMonster_Ice,-1,,XL,7,Ice,Earth,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,110,100,105,130,100,100,20%,70%,10,7380,Boss,,50,80,390,650,235,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,True,True,100,50,230,0,0,0,0,0,0,0,3,0,0,3,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_WaterLizard,PAL_NAME_WaterLizard,BOSS_NAME_WaterLizard,PARTNERSKILL_WaterLizard,True,EPalTribeID::WaterLizard,BOSS_WaterLizard,-1,,XL,0,Fire,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,120,90,90,80,100,20%,70%,10,4040,Boss,,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
疾旋鼬,BOSS_WeaselDragon,PAL_NAME_WeaselDragon,BOSS_NAME_WeaselDragon,PARTNERSKILL_WeaselDragon,True,EPalTribeID::WeaselDragon,BOSS_WeaselDragon,-1,,XL,4,Ice,Dragon,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,80,80,100,100,40%,70%,10,3310,NotInterested,,100,180,600,900,390,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,800,0,0,0,0,0,1,0,0,0,0,1,0,0,"[<NA>, <NA>, <NA>, <NA>]"
月镰魔,BOSS_Werewolf,PAL_NAME_Werewolf,BOSS_NAME_Werewolf,PARTNERSKILL_Werewolf,True,EPalTribeID::Werewolf,BOSS_Werewolf,-1,,XL,3,Dark,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,130,100,80,100,100,20%,70%,10,2400,Boss,,100,150,600,800,375,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,True,9,True,True,100,50,950,0,0,0,0,2,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
绸笠蛾,BOSS_WhiteMoth,PAL_NAME_WhiteMoth,BOSS_NAME_WhiteMoth,PARTNERSKILL_WhiteMoth,True,EPalTribeID::WhiteMoth,BOSS_WhiteMoth,-1,,XL,7,Ice,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,90,90,100,90,100,20%,70%,10,5900,Boss,,50,100,400,550,250,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,450,0,0,0,0,0,0,0,0,0,2,2,0,1,"[<NA>, <NA>, <NA>, <NA>]"
冰棘兽,BOSS_WhiteTiger,PAL_NAME_WhiteTiger,BOSS_NAME_WhiteTiger,PARTNERSKILL_WhiteTiger,True,EPalTribeID::WhiteTiger,BOSS_WhiteTiger,-1,,XL,7,Ice,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,140,100,110,100,100,20%,70%,10,8440,Boss,,100,280,720,900,460,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,True,True,100,50,130,0,0,0,0,1,0,2,0,0,0,3,0,0,"[<NA>, <NA>, <NA>, <NA>]"
吊缚灵,BOSS_WindChimes,PAL_NAME_WindChimes,BOSS_NAME_WindChimes,PARTNERSKILL_WindChimes,True,EPalTribeID::WindChimes,BOSS_WindChimes,-1,,XL,1,Earth,,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,80,70,70,70,100,100,20%,70%,10,1020,NotInterested,,50,100,400,550,250,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1420,0,0,0,0,1,1,0,0,0,0,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
冰缚灵,BOSS_WindChimes_Ice,PAL_NAME_WindChimes_Ice,BOSS_NAME_WindChimes_Ice,PARTNERSKILL_WindChimes_Ice,True,EPalTribeID::WindChimes_Ice,BOSS_WindChimes_Ice,-1,,XL,2,Ice,,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,80,70,80,70,100,100,20%,70%,10,1020,NotInterested,,50,100,400,550,250,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1422,0,0,0,0,1,1,0,0,0,0,1,2,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_WingGolem,PAL_NAME_WingGolem,BOSS_NAME_WingGolem,PARTNERSKILL_WingGolem,True,EPalTribeID::WingGolem,BOSS_WingGolem,-1,,XL,0,Earth,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,20%,70%,10,10380,Boss,,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,False,True,100,50,0,0,0,0,0,1,1,0,3,0,0,0,4,0,"[<NA>, <NA>, <NA>, <NA>]"
啼卡尔,BOSS_WizardOwl,PAL_NAME_WizardOwl,BOSS_NAME_WizardOwl,PARTNERSKILL_WizardOwl,True,EPalTribeID::WizardOwl,BOSS_WizardOwl,-1,,M,1,Dark,,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,70,80,100,100,40%,70%,10,1050,NotInterested,,26,70,380,550,225,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,True,9,False,True,100,50,1390,0,0,0,0,0,1,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
米露菲,BOSS_WoolFox,PAL_NAME_WoolFox,BOSS_NAME_WoolFox,PARTNERSKILL_WoolFox,True,EPalTribeID::WoolFox,BOSS_WoolFox,-1,,M,1,Normal,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,70,75,100,100,40%,91%,10,1420,NotInterested,,20,40,300,450,170,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1455,0,0,0,0,0,1,0,0,0,0,0,0,1,"[<NA>, <NA>, <NA>, <NA>]"
白绒雪怪,BOSS_Yeti,PAL_NAME_Yeti,BOSS_NAME_Yeti,PARTNERSKILL_Yeti,True,EPalTribeID::Yeti,BOSS_Yeti,-1,,XL,7,Ice,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,140,100,80,100,100,100,20%,70%,10,5900,Boss,,70,100,365,650,150,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1,8,25,90,1,False,False,9,True,True,100,50,460,0,0,0,0,2,0,3,0,0,0,2,4,0,"[<NA>, <NA>, <NA>, <NA>]"
绿苔绒怪,BOSS_Yeti_Grass,PAL_NAME_Yeti_Grass,BOSS_NAME_Yeti_Grass,PARTNERSKILL_Yeti_Grass,True,EPalTribeID::Yeti_Grass,BOSS_Yeti_Grass,-1,,XL,8,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,140,100,80,110,100,100,20%,70%,10,5700,Boss,,70,100,365,650,150,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1,8,25,90,1,False,False,9,True,True,100,50,480,0,0,1,0,2,0,3,0,0,0,0,4,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BrownRabbit,,,,True,EPalTribeID::BrownRabbit,BrownRabbit,-1,,S,0,Earth,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,100%,100%,1,2350,Escape_to_Battle,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cute,False,False,225,1,3,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,2,2,0,1,1,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,ElecLion,,,,True,EPalTribeID::ElecLion,ElecLion,-1,,M,0,Electricity,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,110,70,100,100,100%,100%,1,4200,Warlike,,85,85,800,1000,442,False,False,EPalBattleBGMType::Cool,False,False,350,1,5,25,90,1,False,False,0,False,True,100,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,FeatherOstrich,,,,True,EPalTribeID::FeatherOstrich,FeatherOstrich,-1,,M,0,Earth,,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,100%,100%,1,4610,Warlike,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cool,False,False,300,1,4,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,GoldenHorse,,,,True,EPalTribeID::GoldenHorse,GoldenHorse,-1,,L,0,Earth,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,100%,100%,1,7960,Warlike,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Strong,False,False,475,1,7,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,0,2,0,0,3,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,PinkKangaroo,,,,True,EPalTribeID::PinkKangaroo,PinkKangaroo,-1,,M,0,Normal,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,100%,100%,1,3660,Escape_to_Battle,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cute,False,False,350,1,5,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,ScorpionMan,,,,True,EPalTribeID::ScorpionMan,ScorpionMan,-1,,L,0,Dark,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,100%,100%,1,8080,Warlike,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cool,False,False,300,1,4,25,90,1,False,True,0,False,True,100,50,0,0,0,0,0,0,1,3,0,2,1,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,SifuDog,,,,True,EPalTribeID::SifuDog,SifuDog,-1,,M,0,Normal,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,100%,100%,1,4440,NotInterested,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cute,False,False,300,1,4,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,3,2,2,0,0,1,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,TentacleTurtle,,,,True,EPalTribeID::TentacleTurtle,TentacleTurtle,-1,,S,0,Water,,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,100%,100%,1,2300,Warlike,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cool,False,False,300,1,4,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,WingGolem,,,,True,EPalTribeID::WingGolem,WingGolem,-1,,XL,0,Earth,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,100%,100%,1,10380,Warlike,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Strong,False,False,475,1,7,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,1,1,0,3,0,0,0,4,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BeardedDragon,,,,True,EPalTribeID::BeardedDragon,BeardedDragon,-1,,XL,0,Dragon,,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,100%,100%,1,9970,Escape,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Strong,False,False,600,1,9,25,90,1,False,False,0,True,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,WaterLizard,,,,True,EPalTribeID::WaterLizard,WaterLizard,-1,,M,0,Fire,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,120,90,90,80,100,100%,100%,1,4040,Warlike,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cool,False,False,350,1,5,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,GuardianDog,,,,True,EPalTribeID::GuardianDog,GuardianDog,-1,,S,0,Normal,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,90,80,80,90,110,100,100%,100%,1,1510,Warlike,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cute,False,False,350,1,5,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,GrassDragon,,,,True,EPalTribeID::GrassDragon,GrassDragon,-1,,L,0,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,130,80,120,90,80,100,100%,100%,1,6510,Warlike,,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Strong,False,False,475,1,7,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BlackFurDragon,,,,True,EPalTribeID::BlackFurDragon,BlackFurDragon,-1,,L,10,Dark,Dragon,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,130,100,130,110,100,100,100%,100%,1,8440,Warlike,,55,110,560,800,335,False,False,EPalBattleBGMType::Strong,False,False,525,1,8,25,90,1,False,True,99,True,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,DarkMutant,,,,True,EPalTribeID::DarkMutant,DarkMutant,-1,,M,5,Dark,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,100%,100%,1,3960,Warlike,,100,150,550,700,350,False,False,EPalBattleBGMType::Strong,False,False,525,1,8,25,90,1,False,True,99,False,True,100,50,0,0,0,0,0,3,0,0,0,0,3,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
